"Sex","AGE","Thrown Out","Injury Extent","Seat Belt"
"Male","067","Unknown","By Private","Not Worn"
"Female","024","Thrown Out","Admitted to Hospital","Not Worn"
"Male","020","Thrown Out","Treated at Hospital","Not Worn"
"Male","052","Thrown Out","Treated at Hospital","Not Worn"
"Male","027","Thrown Out","Treated at Hospital","Not Worn"
"Male","018","Thrown Out","Admitted to Hospital","Not Worn"
"Female","065","Unknown","Admitted to Hospital","Not Worn"
"Male","018","Thrown Out","Admitted to Hospital","Not Worn"
"Male","024","Thrown Out","Treated at Hospital","Not Worn"
"Male","067","Thrown Out","Treated at Hospital","Not Worn"
"Male","023","Thrown Out","Treated at Hospital","Not Worn"
"Female","032","Thrown Out","By Private","Not Worn"
"Male","034","Thrown Out","Treated at Hospital","Not Worn"
"Male","064","Thrown Out","Admitted to Hospital","Not Worn"
"Male","053","Thrown Out","Treated at Hospital","Not Worn"
"Female","072","Thrown Out","Treated at Hospital","Not Worn"
"Female","070","Unknown","Admitted to Hospital","Not Worn"
"Male","073","Unknown","Treated at Hospital","Not Worn"
"Female","017","Thrown Out","Treated at Hospital","Not Worn"
"Male","042","Thrown Out","Treated at Hospital","Not Worn"
"Male","075","Thrown Out","Admitted to Hospital","Not Worn"
"Male","048","Thrown Out","Admitted to Hospital","Not Worn"
"Male","054","Thrown Out","Admitted to Hospital","Not Worn"
"Male","007","Unknown","Treated at Hospital","Not Worn"
"Male","028","Thrown Out","Treated at Hospital","Not Worn"
"Male","031","Thrown Out","Fatal","Not Worn"
"Male","055","Thrown Out","Treated at Hospital","Not Worn"
"Male","027","Thrown Out","Treated at Hospital","Not Worn"
"Male","018","Thrown Out","Treated at Hospital","Not Worn"
"Male","029","Thrown Out","Treated at Hospital","Not Worn"
"Male","016","Thrown Out","Admitted to Hospital","Not Worn"
"Female","032","Unknown","Treated at Hospital","Not Worn"
"Male","045","Thrown Out","Admitted to Hospital","Not Worn"
"Male","024","Thrown Out","Admitted to Hospital","Not Worn"
"Male","016","Thrown Out","Treated at Hospital","Not Worn"
"Male","017","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn"
"Male","059","Thrown Out","Fatal","Not Worn"
"Male","054","Thrown Out","Treated at Hospital","Not Worn"
"Male","043","Thrown Out","Treated at Hospital","Not Worn"
"Male","024","Not Thrown Out","Fatal","Fitted - Not Worn"
"Male","081","Unknown","Fatal","Not Worn"
"Female","070","Unknown","Treated at Hospital","Not Worn"
"Male","017","Thrown Out","Admitted to Hospital","Not Worn"
"Male","022","Unknown","Treated at Hospital","Not Worn"
"Male","029","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn"
"Female","022","Thrown Out","Fatal","Fitted - Not Worn"
"Male","024","Thrown Out","By Private","Not Worn"
"Female","020","Thrown Out","Admitted to Hospital","Not Worn"
"Male","066","Thrown Out","Treated at Hospital","Not Worn"
"Male","011","Thrown Out","Admitted to Hospital","Not Worn"
"Male","063","Thrown Out","Admitted to Hospital","Not Worn"
"Male","016","Thrown Out","Treated at Hospital","Not Worn"
"Male","057","Thrown Out","Fatal","Not Worn"
"Female","024","Thrown Out","Treated at Hospital","Not Worn"
"Male","023","Unknown","Fatal","Not Worn"
"Male","023","Thrown Out","Admitted to Hospital","Not Worn"
"Male","025","Thrown Out","Admitted to Hospital","Not Worn"
"Male","049","Thrown Out","Admitted to Hospital","Not Worn"
"Female","045","Unknown","Treated at Hospital","Not Worn"
"Male","017","Thrown Out","By Private","Not Worn"
"Male","016","Thrown Out","Treated at Hospital","Not Worn"
"Male","038","Thrown Out","Fatal","Not Worn"
"Male","026","Thrown Out","Admitted to Hospital","Not Worn"
"Female","008","Unknown","Admitted to Hospital","Not Worn"
"Male","012","Thrown Out","Admitted to Hospital","Not Fitted"
"Male","039","Thrown Out","Treated at Hospital","Not Worn"
"Male","037","Thrown Out","By Private","Not Worn"
"Male","034","Thrown Out","Treated at Hospital","Not Worn"
"Male","017","Thrown Out","Treated at Hospital","Not Worn"
"Female","089","Unknown","Treated at Hospital","Not Worn"
"Male","036","Thrown Out","Treated at Hospital","Not Worn"
"Male","044","Thrown Out","Treated at Hospital","Not Worn"
"Unknown","XXX","Unknown","Treated at Hospital","Not Worn"
"Female","078","Unknown","Fatal","Not Worn"
"Male","047","Thrown Out","Treated at Hospital","Not Worn"
"Male","022","Thrown Out","Treated at Hospital","Not Worn"
"Male","010","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","048","Thrown Out","Treated at Hospital","Not Worn"
"Male","043","Thrown Out","Treated at Hospital","Not Worn"
"Male","018","Thrown Out","Treated at Hospital","Not Worn"
"Female","051","Thrown Out","Treated at Hospital","Not Worn"
"Female","024","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn"
"Male","057","Thrown Out","Admitted to Hospital","Not Worn"
"Male","031","Thrown Out","Treated at Hospital","Not Worn"
"Male","027","Unknown","Treated at Hospital","Not Worn"
"Male","076","Thrown Out","Admitted to Hospital","Not Worn"
"Male","016","Thrown Out","Treated at Hospital","Not Worn"
"Male","021","Unknown","Treated at Hospital","Not Worn"
"Male","028","Thrown Out","By Private","Not Worn"
"Female","057","Unknown","Treated at Hospital","Not Worn"
"Female","047","Unknown","By Private","Not Worn"
"Male","041","Thrown Out","Treated at Hospital","Not Worn"
"Male","049","Unknown","Treated at Hospital","Not Worn"
"Female","041","Thrown Out","Treated at Hospital","Not Worn"
"Female","016","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Female","042","Thrown Out","Admitted to Hospital","Not Worn"
"Male","061","Thrown Out","Fatal","Not Worn"
"Male","059","Not Thrown Out","Admitted to Hospital","Not Worn"
"Male","024","Thrown Out","Treated at Hospital","Not Worn"
"Male","039","Thrown Out","Admitted to Hospital","Not Worn"
"Female","001","Not Thrown Out","Treated at Hospital","Child Restraint - Not Worn"
"Female","027","Thrown Out","Treated at Hospital","Not Worn"
"Male","022","Thrown Out","Admitted to Hospital","Not Worn"
"Male","047","Thrown Out","Treated at Hospital","Not Worn"
"Male","050","Thrown Out","Admitted to Hospital","Not Worn"
"Male","033","Thrown Out","Admitted to Hospital","Not Worn"
"Male","013","Thrown Out","By Private","Not Worn"
"Male","058","Unknown","Admitted to Hospital","Not Worn"
"Male","038","Thrown Out","Admitted to Hospital","Not Worn"
"Male","048","Thrown Out","Treated at Hospital","Not Worn"
"Male","069","Thrown Out","Treated at Hospital","Not Worn"
"Female","058","Not Thrown Out","Admitted to Hospital","Not Fitted"
"Male","056","Thrown Out","By Private","Not Worn"
"Male","046","Thrown Out","Treated at Hospital","Not Worn"
"Female","005","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Female","068","Unknown","Admitted to Hospital","Not Worn"
"Male","051","Thrown Out","Admitted to Hospital","Not Worn"
"Male","024","Thrown Out","Admitted to Hospital","Not Worn"
"Male","046","Thrown Out","Treated at Hospital","Not Worn"
"Female","027","Thrown Out","Treated at Hospital","Not Worn"
"Male","027","Thrown Out","Fatal","Not Worn"
"Male","031","Thrown Out","Fatal","Not Worn"
"Male","019","Thrown Out","Treated at Hospital","Not Worn"
"Male","060","Thrown Out","Treated at Hospital","Not Worn"
"Male","055","Thrown Out","Treated at Hospital","Not Worn"
"Male","059","Thrown Out","Treated at Hospital","Not Worn"
"Male","066","Thrown Out","Treated at Hospital","Not Worn"
"Male","050","Thrown Out","Admitted to Hospital","Not Worn"
"Male","018","Thrown Out","Treated at Hospital","Not Worn"
"Male","059","Unknown","Admitted to Hospital","Not Worn"
"Male","028","Thrown Out","By Private","Not Worn"
"Male","035","Thrown Out","Admitted to Hospital","Not Worn"
"Female","023","Thrown Out","Treated at Hospital","Not Worn"
"Male","006","Thrown Out","Admitted to Hospital","Not Worn"
"Male","034","Thrown Out","Treated at Hospital","Not Worn"
"Male","033","Thrown Out","Fatal","Not Worn"
"Male","050","Thrown Out","Treated at Hospital","Not Worn"
"Male","059","Thrown Out","Treated at Hospital","Not Worn"
"Male","013","Thrown Out","Treated at Hospital","Not Worn"
"Male","047","Thrown Out","Admitted to Hospital","Not Worn"
"Male","068","Unknown","By Private","Not Worn"
"Male","036","Thrown Out","Treated at Hospital","Not Worn"
"Male","054","Thrown Out","Treated at Hospital","Not Worn"
"Male","027","Thrown Out","By Private","Not Worn"
"Male","018","Thrown Out","Treated at Hospital","Not Worn"
"Male","045","Thrown Out","Treated at Hospital","Not Worn"
"Male","071","Not Thrown Out","Treated at Hospital","Not Fitted"
"Male","027","Thrown Out","Admitted to Hospital","Not Worn"
"Male","060","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn"
"Female","058","Unknown","Treated at Hospital","Not Worn"
"Male","055","Thrown Out","Treated at Hospital","Not Worn"
"Male","018","Thrown Out","Treated at Hospital","Not Worn"
"Male","055","Thrown Out","Treated at Hospital","Not Worn"
"Male","063","Thrown Out","Treated at Hospital","Not Worn"
"Male","018","Thrown Out","Treated at Hospital","Not Worn"
"Male","038","Unknown","Treated at Hospital","Not Worn"
"Male","039","Thrown Out","Admitted to Hospital","Not Worn"
"Male","050","Thrown Out","Admitted to Hospital","Not Worn"
"Female","017","Unknown","Treated at Hospital","Not Worn"
"Female","023","Not Thrown Out","By Private","Fitted - Not Worn"
"Male","046","Thrown Out","Treated at Hospital","Not Worn"
"Female","056","Unknown","By Private","Not Worn"
"Female","028","Thrown Out","Treated at Hospital","Not Worn"
"Female","047","Not Thrown Out","By Private","Fitted - Not Worn"
"Male","038","Thrown Out","Admitted to Hospital","Not Worn"
"Male","012","Thrown Out","Treated at Hospital","Not Worn"
"Female","052","Unknown","By Private","Not Worn"
"Male","041","Thrown Out","Admitted to Hospital","Not Worn"
"Female","037","Unknown","By Private","Not Worn"
"Male","031","Thrown Out","By Private","Not Worn"
"Male","079","Thrown Out","Treated at Hospital","Not Worn"
"Female","072","Unknown","Admitted to Hospital","Not Worn"
"Female","029","Thrown Out","By Private","Not Worn"
"Male","037","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn"
"Male","060","Thrown Out","By Private","Not Worn"
"Male","068","Unknown","Treated at Hospital","Not Worn"
"Female","027","Not Thrown Out","By Private","Fitted - Not Worn"
"Male","033","Thrown Out","Treated at Hospital","Not Worn"
"Male","043","Thrown Out","By Private","Not Worn"
"Male","016","Thrown Out","Treated at Hospital","Not Worn"
"Male","016","Thrown Out","Treated at Hospital","Not Worn"
"Male","041","Thrown Out","Treated at Hospital","Not Worn"
"Female","033","Not Thrown Out","By Private","Fitted - Not Worn"
"Male","046","Thrown Out","Admitted to Hospital","Not Worn"
"Male","038","Thrown Out","Admitted to Hospital","Not Worn"
"Female","021","Thrown Out","Treated at Hospital","Not Worn"
"Male","059","Thrown Out","Treated at Hospital","Not Worn"
"Male","014","Thrown Out","Treated at Hospital","Not Worn"
"Male","022","Thrown Out","Admitted to Hospital","Not Worn"
"Male","053","Thrown Out","Treated at Hospital","Not Worn"
"Male","083","Unknown","By Private","Not Worn"
"Male","034","Thrown Out","Treated at Hospital","Not Worn"
"Female","028","Thrown Out","Admitted to Hospital","Not Worn"
"Male","048","Thrown Out","Treated at Hospital","Not Worn"
"Male","043","Thrown Out","Treated at Hospital","Not Worn"
"Female","033","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","041","Thrown Out","Treated at Hospital","Not Worn"
"Male","038","Thrown Out","By Private","Not Worn"
"Female","060","Thrown Out","Treated at Hospital","Not Worn"
"Male","076","Thrown Out","Treated at Hospital","Not Worn"
"Female","082","Unknown","Treated at Hospital","Not Worn"
"Male","031","Thrown Out","Admitted to Hospital","Not Worn"
"Male","037","Thrown Out","Treated at Hospital","Not Worn"
"Male","050","Thrown Out","Admitted to Hospital","Not Worn"
"Male","032","Thrown Out","Treated at Hospital","Not Worn"
"Male","041","Thrown Out","Treated at Hospital","Not Worn"
"Male","056","Thrown Out","Treated at Hospital","Not Worn"
"Male","017","Unknown","Treated at Hospital","Not Worn"
"Male","047","Thrown Out","Admitted to Hospital","Not Worn"
"Male","028","Thrown Out","Treated at Hospital","Not Worn"
"Male","050","Thrown Out","Admitted to Hospital","Not Worn"
"Male","067","Thrown Out","Admitted to Hospital","Not Worn"
"Male","050","Thrown Out","Treated at Hospital","Not Worn"
"Male","080","Unknown","Admitted to Hospital","Not Worn"
"Male","042","Thrown Out","Treated at Hospital","Not Worn"
"Male","074","Thrown Out","By Private","Not Worn"
"Male","014","Unknown","Treated at Hospital","Not Worn"
"Male","043","Thrown Out","Treated at Hospital","Not Worn"
"Male","029","Thrown Out","Treated at Hospital","Not Worn"
"Female","038","Thrown Out","By Private","Not Worn"
"Male","041","Unknown","Treated at Hospital","Not Worn"
"Male","047","Not Thrown Out","Admitted to Hospital","Fitted - Not Worn"
"Male","037","Unknown","Treated at Hospital","Not Worn"
"Male","XXX","Thrown Out","Treated at Hospital","Not Worn"
"Male","029","Thrown Out","Admitted to Hospital","Not Worn"
"Male","018","Thrown Out","Fatal","Not Worn"
"Female","031","Thrown Out","Treated at Hospital","Not Worn"
"Male","038","Thrown Out","By Private","Not Worn"
"Female","047","Unknown","By Private","Not Worn"
"Male","024","Thrown Out","Admitted to Hospital","Not Worn"
"Male","036","Thrown Out","Treated at Hospital","Not Worn"
"Male","058","Thrown Out","By Private","Not Worn"
"Male","061","Thrown Out","Admitted to Hospital","Not Worn"
"Female","047","Unknown","By Private","Not Worn"
"Male","019","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","019","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","050","Unknown","Fatal","Not Worn"
"Female","044","Unknown","Fatal","Not Worn"
"Male","048","Thrown Out","Admitted to Hospital","Not Worn"
"Male","056","Thrown Out","Admitted to Hospital","Not Worn"
"Female","029","Thrown Out","Treated at Hospital","Not Worn"
"Male","020","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","016","Thrown Out","Treated at Hospital","Not Worn"
"Female","XXX","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","023","Thrown Out","Treated at Hospital","Not Worn"
"Male","067","Thrown Out","Treated at Hospital","Not Worn"
"Male","035","Thrown Out","Admitted to Hospital","Not Worn"
"Male","025","Thrown Out","Treated at Hospital","Not Worn"
"Male","045","Thrown Out","Treated at Hospital","Not Worn"
"Female","047","Thrown Out","Treated at Hospital","Not Worn"
"Male","033","Thrown Out","Admitted to Hospital","Not Worn"
"Male","048","Thrown Out","Treated at Hospital","Not Worn"
"Male","XXX","Thrown Out","Treated at Hospital","Not Worn"
"Female","036","Thrown Out","Treated at Hospital","Not Worn"
"Male","057","Thrown Out","By Private","Not Worn"
"Male","048","Thrown Out","Treated at Hospital","Not Worn"
"Male","026","Thrown Out","Admitted to Hospital","Not Worn"
"Male","061","Thrown Out","Admitted to Hospital","Not Worn"
"Male","025","Thrown Out","Treated at Hospital","Not Worn"
"Female","029","Thrown Out","Treated at Hospital","Not Worn"
"Male","033","Unknown","By Private","Not Worn"
"Male","028","Not Thrown Out","Admitted to Hospital","Not Fitted"
"Male","022","Thrown Out","Treated at Hospital","Not Worn"
"Male","013","Thrown Out","Treated at Hospital","Not Worn"
"Male","024","Thrown Out","Treated at Hospital","Not Worn"
"Female","066","Unknown","Admitted to Hospital","Not Worn"
"Male","055","Thrown Out","Treated at Hospital","Not Worn"
"Male","029","Unknown","Fatal","Not Worn"
"Female","040","Unknown","Treated at Hospital","Not Worn"
"Male","036","Thrown Out","By Private","Not Worn"
"Female","017","Not Thrown Out","Treated at Hospital","Fitted - Not Worn"
"Male","060","Thrown Out","Treated at Hospital","Not Worn"
"Male","028","Thrown Out","Admitted to Hospital","Not Worn"
"Male","048","Thrown Out","Treated at Hospital","Not Worn"
"Male","026","Unknown","Treated at Hospital","Not Worn"
"Female","062","Unknown","Treated at Hospital","Not Worn"
"Male","018","Thrown Out","Admitted to Hospital","Not Worn"
"Male","018","Thrown Out","Treated at Hospital","Not Worn"
"Female","022","Thrown Out","By Private","Not Worn"
"Male","025","Thrown Out","Treated at Hospital","Not Worn"
"Male","023","Thrown Out","Treated at Hospital","Not Worn"
"Male","011","Thrown Out","Admitted to Hospital","Not Worn"
"Female","008","Unknown","Admitted to Hospital","Not Worn"
